CITY,STATE,COUNTRY,GENDER,AGE,MARITAL_STATUS,PROFESSION,REPELLENT_NEGTWEETS,TENT_NEGTWEETS,REPELLENT,TENT
Fuxin,NA,China,M,43,Married,Sales,6,1,FALSE,TRUE
Linz,NA,Austria,M,28,Married,Professional,5,2,FALSE,TRUE
Sydney,NSW,Australia,M,39,Married,Executive,3,4,FALSE,TRUE
Frederikshavn,NA,Denmark,M,26,Single,Executive,5,2,FALSE,TRUE
Montpellier,NA,France,F,33,Married,Hospitality,6,2,FALSE,TRUE
Shijiazhuang,NA,China,M,39,Married,Other,3,1,FALSE,TRUE
Jacksonville,FL,United States,F,44,Unspecified,Hospitality,8,2,FALSE,TRUE
Brussel,NA,Belgium,M,29,Single,Professional,6,3,FALSE,TRUE
Moncton,NB,Canada,F,31,Married,Executive,1,3,TRUE,FALSE
Manzanilo,NA,Mexico,M,33,Married,Sales,7,1,FALSE,TRUE
Sydney,NSW,Australia,F,22,Single,Other,3,2,TRUE,FALSE
Maanshan,NA,China,F,22,Married,Retail,1,1,TRUE,TRUE
Canberra,ACT,Australia,M,41,Married,Sales,6,2,FALSE,TRUE
New Delhi,DL,India,M,21,Single,Professional,7,1,FALSE,TRUE
Chengdu,NA,China,M,41,Married,Executive,6,1,FALSE,TRUE
Angers,NA,France,M,19,Single,Other,6,2,FALSE,TRUE
Groningen,NA,Netherlands,F,20,Married,Other,2,4,TRUE,FALSE
Exeter,NA,United Kingdom,M,34,Single,Other,8,1,FALSE,TRUE
Västerås,NA,Sweden,M,37,Married,Trades,5,1,FALSE,TRUE
Niquelândia,BR-GO,Brazil,M,33,Married,Trades,8,0,FALSE,TRUE
Shimonoseki,NA,Japan,F,34,Married,Other,6,3,FALSE,TRUE
São João de Meriti,BR-RJ,Brazil,M,20,Single,Sales,8,0,FALSE,TRUE
Singapore,Singapore,Singapore,F,46,Unspecified,Hospitality,1,4,TRUE,FALSE
Wenatchee,WA,United States,M,19,Single,Trades,4,1,FALSE,TRUE
Genève,NA,Switzerland,F,49,Married,Other,0,9,TRUE,FALSE
Piteå,NA,Sweden,F,47,Unspecified,Hospitality,1,4,TRUE,FALSE
Portland,OR,United States,F,37,Married,Other,3,8,TRUE,FALSE
Bromley,NA,United Kingdom,M,20,Single,Professional,1,10,TRUE,FALSE
Lawrenceville,GA,United States,M,19,Single,Other,6,2,FALSE,TRUE
Melbourne,Vic,Australia,M,21,Single,Trades,5,1,FALSE,TRUE
Flin Flon,MB,Canada,M,38,Married,Other,2,5,TRUE,FALSE
Frederikshavn,NA,Denmark,M,26,Single,Other,5,1,FALSE,TRUE
León,NA,Mexico,M,40,Married,Other,6,3,FALSE,TRUE
Utrecht,NA,Netherlands,M,34,Single,Trades,8,2,FALSE,TRUE
Millstatt,NA,Austria,M,31,Married,Sales,4,2,FALSE,TRUE
Sakai,NA,Japan,F,42,Married,Other,2,6,TRUE,FALSE
Lexington,KY,United States,M,19,Single,Professional,4,2,FALSE,TRUE
Frogmore,NA,United Kingdom,F,20,Single,Other,1,5,TRUE,FALSE
Banglore,KA,India,F,39,Married,Other,6,0,FALSE,TRUE
Singapore,Singapore,Singapore,F,27,Single,Other,9,1,FALSE,TRUE
Vösendorf,NA,Austria,F,24,Married,Other,3,7,TRUE,FALSE
Camborne,NA,United Kingdom,F,40,Unspecified,Hospitality,2,1,TRUE,TRUE
Greensboro,NC,United States,M,23,Single,Trades,4,2,FALSE,TRUE
Amsterdam,NA,Netherlands,M,20,Single,Sales,6,1,FALSE,TRUE
Grenoble,NA,France,M,20,Single,Other,4,2,FALSE,TRUE
Fernie,BC,Canada,F,45,Married,Other,2,1,TRUE,TRUE
Fredericia,NA,Denmark,F,35,Unspecified,Other,0,7,TRUE,FALSE
Toledo,NA,Spain,F,30,Married,Retail,2,6,TRUE,FALSE
Fort Hood,TX,United States,M,34,Married,Executive,7,2,FALSE,TRUE
Guarulhos,BR-SP,Brazil,M,23,Single,Sales,5,2,FALSE,TRUE
Renton,WA,United States,M,28,Single,Sales,7,2,FALSE,TRUE
Greenwhich,NA,United Kingdom,F,32,Married,Other,0,7,TRUE,FALSE
Helsinki,NA,Finland,F,34,Married,Executive,10,2,FALSE,TRUE
Nässjö,NA,Sweden,M,29,Single,Trades,8,3,FALSE,TRUE
Viborg,NA,Denmark,F,38,Unspecified,Other,5,2,FALSE,TRUE
Eastbourne,NA,United Kingdom,M,31,Single,Other,3,1,FALSE,TRUE
Sion,NA,Switzerland,F,30,Married,Hospitality,5,3,FALSE,TRUE
Chicago,IL,United States,F,31,Married,Other,5,1,FALSE,TRUE
Leipzig,NA,Germany,M,26,Single,Executive,5,1,FALSE,TRUE
Oakland,CA,United States,M,26,Single,Other,5,3,FALSE,TRUE
Woodcote,NA,United Kingdom,M,33,Single,Professional,9,3,FALSE,TRUE
Salerno,SA,Italy,M,28,Single,Trades,7,2,FALSE,TRUE
Charlottetown,PE,Canada,M,59,Married,Trades,1,4,TRUE,FALSE
Genève,NA,Switzerland,M,23,Single,Executive,4,2,FALSE,TRUE
Würzburg,NA,Germany,M,27,Single,Trades,5,0,FALSE,TRUE
Kyoto,NA,Japan,M,20,Single,Other,9,1,FALSE,TRUE
Fuquay Varina,NC,United States,M,28,Single,Trades,5,2,FALSE,TRUE
Amiens,NA,France,F,47,Married,Executive,7,2,FALSE,TRUE
Madison,TN,United States,M,36,Married,Sales,2,1,TRUE,TRUE
Petrópolis,BR-RJ,Brazil,M,27,Single,Professional,9,2,FALSE,TRUE
Atlanta,GA,United States,F,47,Married,Other,2,4,TRUE,FALSE
Rio de Janeiro,BR-RJ,Brazil,M,22,Single,Other,9,2,FALSE,TRUE
Shanghai,NA,China,M,20,Single,Other,9,1,FALSE,TRUE
Zapopan,NA,Mexico,M,21,Single,Other,8,1,FALSE,TRUE
Düsseldorf,NA,Germany,F,39,Married,Executive,1,2,TRUE,TRUE
Rio de Janeiro,BR-RJ,Brazil,M,23,Single,Other,5,0,FALSE,TRUE
Perugia,PG,Italy,M,42,Married,Other,4,2,FALSE,TRUE
Toledo,NA,Spain,F,43,Unspecified,Hospitality,2,9,TRUE,FALSE
Brussel,NA,Belgium,M,35,Married,Other,7,2,FALSE,TRUE
São Gonçalo,BR-RJ,Brazil,M,29,Single,Sales,7,1,FALSE,TRUE
Pamplona,NA,Spain,M,35,Married,Trades,7,0,FALSE,TRUE
Magnitogorsk,NA,Russia,F,35,Married,Other,7,2,FALSE,TRUE
Jersey City,NJ,United States,M,27,Single,Other,7,3,FALSE,TRUE
Lahti,NA,Finland,M,28,Single,Professional,5,1,FALSE,TRUE
Tampico,NA,Mexico,F,49,Married,Other,4,0,FALSE,TRUE
Monterey,NA,Mexico,M,20,Single,Executive,6,2,FALSE,TRUE
Puerto Vallarta,NA,Mexico,M,26,Single,Sales,7,0,FALSE,TRUE
Guangzhou,NA,China,M,27,Single,Sales,6,0,FALSE,TRUE
Beijing,NA,China,M,20,Single,Sales,9,2,FALSE,TRUE
Albany,NY,United States,M,21,Single,Sales,8,0,FALSE,TRUE
Esbjerg,NA,Denmark,F,46,Married,Executive,8,2,FALSE,TRUE
Changchun,NA,China,M,20,Single,Professional,4,2,FALSE,TRUE
St. John's,NL,Canada,F,46,Married,Hospitality,9,1,FALSE,TRUE
Basel,NA,Switzerland,M,27,Single,Professional,8,1,FALSE,TRUE
Flin Flon,MB,Canada,M,19,Single,Professional,6,1,FALSE,TRUE
Chongqing,NA,China,M,26,Single,Professional,6,3,FALSE,TRUE
Medina,MN,United States,M,23,Single,Sales,8,2,FALSE,TRUE
Dallas,PA,United States,M,24,Single,Sales,5,2,FALSE,TRUE
Eskilstuna,NA,Sweden,F,26,Single,Other,7,2,FALSE,TRUE
Crestwood,KY,United States,M,19,Single,Sales,5,4,FALSE,TRUE
Frederikshavn,NA,Denmark,F,25,Married,Other,0,7,TRUE,FALSE
Tampa,FL,United States,M,33,Married,Executive,3,1,FALSE,TRUE
Porto Alegre,BR-RS,Brazil,F,23,Married,Other,1,8,TRUE,FALSE
Lyon,NA,France,F,37,Married,Other,9,2,FALSE,TRUE
Perth,WA,Australia,M,33,Married,Sales,6,0,FALSE,TRUE
Lambeth,NA,United Kingdom,M,33,Married,Trades,2,1,TRUE,TRUE
Singapore,Singapore,Singapore,M,38,Married,Professional,5,1,FALSE,TRUE
Logroño,NA,Spain,F,35,Married,Other,1,6,TRUE,FALSE
Lausanne,NA,Switzerland,M,34,Single,Other,6,2,FALSE,TRUE
Warsaw,IA,United States,M,26,Single,Other,11,2,FALSE,TRUE
Niterói,BR-RJ,Brazil,F,29,Single,Other,3,5,TRUE,FALSE
Brussel,NA,Belgium,M,26,Married,Other,2,0,FALSE,TRUE
Dijon,NA,France,F,24,Single,Other,7,1,FALSE,TRUE
Chongqing,NA,China,F,47,Married,Other,1,3,TRUE,TRUE
Bern,NA,Switzerland,M,34,Single,Other,3,1,FALSE,TRUE
Rennes,NA,France,F,33,Single,Retail,2,9,TRUE,FALSE
Fussa,NA,Japan,F,36,Married,Retail,2,3,TRUE,FALSE
Delhi,DL,India,M,22,Single,Trades,6,1,FALSE,TRUE
Burlington,NC,United States,F,21,Married,Retail,1,2,TRUE,TRUE
Hempstead,NY,United States,M,36,Married,Sales,9,2,FALSE,TRUE
São João de Meriti,BR-RJ,Brazil,F,45,Married,Hospitality,0,9,TRUE,FALSE
Aachen,NA,Germany,F,38,Unspecified,Hospitality,2,3,TRUE,FALSE
Urbandale,IA,United States,F,22,Married,Other,3,8,TRUE,FALSE
Padova,NA,Italy,M,38,Married,Executive,7,2,FALSE,TRUE
Clarence Center,NY,United States,F,34,Married,Retail,0,5,TRUE,FALSE
Singapore,Singapore,Singapore,F,45,Married,Other,1,7,TRUE,FALSE
Blackpool,NA,United Kingdom,F,39,Married,Other,3,2,TRUE,TRUE
Fukuoka,NA,Japan,M,28,Single,Student,7,2,FALSE,TRUE
Whitehorse,YT,Canada,M,26,Single,Executive,9,1,FALSE,TRUE
Lausanne,NA,Switzerland,F,43,Unspecified,Hospitality,3,4,TRUE,FALSE
Melk,NA,Austria,F,45,Married,Executive,6,2,FALSE,TRUE
Patuxent River,MD,United States,F,36,Married,Other,2,7,TRUE,FALSE
Hong Kong,NA,China,M,27,Single,Other,5,0,FALSE,TRUE
San Jose,CA,United States,F,34,Married,Executive,1,0,TRUE,TRUE
Perugia,NA,Italy,F,28,Married,Retail,10,2,FALSE,TRUE
Vladivostok,NA,Russia,M,39,Married,Professional,8,1,FALSE,TRUE
Chatham,ON,Canada,M,33,Unspecified,Sales,4,0,FALSE,TRUE
Suwon,NA,Korea,M,29,Married,Executive,8,3,FALSE,TRUE
São Bernardo do Campo,BR-SP,Brazil,F,28,Married,Retail,2,4,TRUE,FALSE
Nottingham,NA,United Kingdom,M,30,Single,Other,5,1,FALSE,TRUE
Lübeck,NA,Germany,M,20,Single,Trades,6,0,FALSE,TRUE
Niquelândia,BR-GO,Brazil,F,36,Married,Other,2,2,TRUE,TRUE
Logroño,NA,Spain,F,31,Married,Other,3,1,FALSE,TRUE
Singapore,Singapore,Singapore,F,36,Married,Other,2,6,TRUE,FALSE
Parma,NA,Italy,M,38,Married,Sales,11,1,FALSE,TRUE
Dzerzhinsk,NA,Russia,M,28,Single,Other,6,1,FALSE,TRUE
Barcelona,B,Spain,M,20,Single,Trades,9,3,FALSE,TRUE
Cancún,NA,Mexico,F,44,Married,Executive,2,2,TRUE,TRUE
Salisbury,NA,United Kingdom,M,29,Married,Executive,5,0,FALSE,TRUE
Sedaví,NA,Spain,M,27,Single,Other,8,0,FALSE,TRUE
Breda,NA,Netherlands,F,21,Married,Retail,0,8,TRUE,FALSE
Melbourne,Vic,Australia,M,27,Single,Professional,7,1,FALSE,TRUE
Chiba,NA,Japan,M,24,Single,Executive,6,2,FALSE,TRUE
Napoli,NA,Italy,M,20,Single,Sales,4,3,FALSE,TRUE
Bonn,NA,Germany,M,44,Married,Trades,7,2,FALSE,TRUE
Donalds,SC,United States,M,22,Single,Professional,5,3,FALSE,TRUE
Oakland,CA,United States,M,29,Single,Student,1,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,23,Single,Other,4,2,FALSE,TRUE
Eskilstuna,NA,Sweden,M,28,Single,Professional,9,1,FALSE,TRUE
Krems,NA,Austria,F,45,Married,Executive,8,3,FALSE,TRUE
Kawasaki,NA,Japan,M,38,Single,Executive,9,0,FALSE,TRUE
Burnaby,BC,Canada,F,44,Married,Retired,4,1,FALSE,TRUE
Iqaluit,NU,Canada,M,38,Married,Other,6,1,FALSE,TRUE
Bonn,NA,Germany,F,44,Married,Other,6,1,FALSE,TRUE
Köln,NA,Germany,M,45,Married,Other,8,2,FALSE,TRUE
Utrecht,NA,Netherlands,M,41,Married,Other,6,2,FALSE,TRUE
Bielefeld,NA,Germany,F,35,Unspecified,Hospitality,2,5,TRUE,FALSE
Wiarton,ON,Canada,M,31,Single,Other,11,0,FALSE,TRUE
Niquelândia,BR-GO,Brazil,M,44,Married,Other,6,1,FALSE,TRUE
Machida,NA,Japan,M,39,Married,Executive,2,1,FALSE,TRUE
Fuxin,NA,China,M,22,Single,Student,3,2,FALSE,TRUE
São Gonçalo,BR-RJ,Brazil,F,49,Married,Executive,6,2,FALSE,TRUE
Leoben,NA,Austria,M,28,Single,Trades,5,1,FALSE,TRUE
Mäntsälä,NA,Finland,M,25,Single,Professional,5,1,FALSE,TRUE
San Pedro Garza García,NA,Mexico,M,37,Married,Sales,6,2,FALSE,TRUE
Bern,NA,Switzerland,M,36,Married,Professional,6,2,FALSE,TRUE
Changsha,NA,China,F,26,Single,Other,4,3,FALSE,TRUE
Utrecht,NA,Netherlands,M,25,Single,Executive,6,3,FALSE,TRUE
Tokyo,NA,Japan,F,34,Married,Executive,2,2,TRUE,TRUE
Singapore,Singapore,Singapore,F,39,Married,Other,1,6,TRUE,FALSE
Brisbane,Qld,Australia,F,20,Married,Other,3,5,TRUE,FALSE
Medina,MN,United States,F,32,Married,Other,2,6,TRUE,FALSE
Wuhan,NA,China,M,30,Married,Executive,10,1,FALSE,TRUE
Yellowknife,NT,Canada,M,24,Single,Other,7,2,FALSE,TRUE
Nashville,TN,United States,M,19,Single,Sales,7,2,FALSE,TRUE
São Paulo,BR-SP,Brazil,F,36,Married,Other,0,2,TRUE,TRUE
Nancy,NA,France,F,42,Married,Other,1,0,TRUE,TRUE
Berlin,NA,Germany,M,26,Single,Other,8,2,FALSE,TRUE
Clermont-Ferrand,NA,France,F,33,Married,Hospitality,1,3,TRUE,TRUE
Catania,CT,Italy,M,20,Single,Trades,5,0,FALSE,TRUE
Bellinzona,NA,Switzerland,F,41,Unspecified,Hospitality,1,3,TRUE,FALSE
Oak Harbor,WA,United States,M,33,Single,Other,8,2,FALSE,TRUE
Bielefeld,NA,Germany,F,35,Single,Retail,5,2,FALSE,TRUE
Los Angeles,CA,United States,M,23,Single,Sales,5,1,FALSE,TRUE
Lafayette,IN,United States,F,47,Married,Other,5,1,FALSE,TRUE
New Delhi,NCT,India,M,26,Single,Trades,2,4,TRUE,FALSE
Kasugai,NA,Japan,F,47,Married,Hospitality,7,1,FALSE,TRUE
Innsbruck,NA,Austria,M,29,Single,Professional,5,1,FALSE,TRUE
Dijon,NA,France,M,21,Single,Trades,2,2,FALSE,TRUE
Kyoto,NA,Japan,F,25,Married,Retail,1,6,TRUE,FALSE
Redbridge,NA,United Kingdom,M,30,Married,Executive,7,3,FALSE,TRUE
Sendai,NA,Japan,M,25,Single,Professional,5,1,FALSE,TRUE
Hadano,NA,Japan,M,21,Single,Trades,5,2,FALSE,TRUE
San Luis,NA,Mexico,F,41,Married,Other,4,1,FALSE,TRUE
Brisbane,Qld,Australia,M,28,Single,Professional,5,0,FALSE,TRUE
Mulhouse,NA,France,F,33,Unspecified,Professional,1,6,TRUE,FALSE
Perpignan,NA,France,M,25,Single,Trades,6,0,FALSE,TRUE
Inta,NA,Russia,F,36,Married,Executive,5,2,FALSE,TRUE
Perth,WA,Australia,M,34,Married,Executive,5,1,FALSE,TRUE
Adelaide,SA,Australia,M,27,Single,Trades,4,3,FALSE,TRUE
Mäntsälä,NA,Finland,M,32,Single,Professional,11,1,FALSE,TRUE
San Bernardino,CA,United States,M,21,Single,Professional,7,1,FALSE,TRUE
Skive,NA,Denmark,M,25,Single,Other,10,1,FALSE,TRUE
Bellinzona,NA,Switzerland,F,29,Married,Retail,1,7,TRUE,FALSE
Sydney,NSW,Australia,F,33,Married,Retail,0,6,TRUE,FALSE
Dresden,NA,Germany,M,43,Married,Executive,6,2,FALSE,TRUE
Heihe,NA,China,F,33,Married,Hospitality,7,1,FALSE,TRUE
Croydon,NA,United Kingdom,M,23,Single,Professional,7,2,FALSE,TRUE
Changsha,NA,China,F,25,Married,Other,2,7,TRUE,FALSE
Dijon,NA,France,F,46,Married,Other,5,2,FALSE,TRUE
Brisbane,Qld,Australia,M,25,Single,Trades,8,1,FALSE,TRUE
Ajmer,NA,India,F,37,Unspecified,Other,1,3,TRUE,FALSE
Roma,ROMA,Italy,F,39,Unspecified,Other,0,8,TRUE,FALSE
Naperville,IL,United States,M,38,Married,Trades,0,7,TRUE,FALSE
Petrópolis,BR-RJ,Brazil,F,35,Unspecified,Hospitality,9,1,FALSE,TRUE
Wels,NA,Austria,M,26,Single,Professional,7,1,FALSE,TRUE
Marietta,GA,United States,M,24,Single,Trades,7,2,FALSE,TRUE
Manaus,BR-AM,Brazil,M,21,Single,Student,7,3,FALSE,TRUE
St. Louis,MO,United States,M,20,Single,Other,5,1,FALSE,TRUE
Cuernavaca,NA,Mexico,M,33,Married,Executive,8,3,FALSE,TRUE
Hiroshima,NA,Japan,M,42,Married,Sales,4,2,FALSE,TRUE
Melbourne,Vic,Australia,F,38,Married,Executive,6,0,FALSE,TRUE
Bielefeld,NA,Germany,M,44,Married,Other,5,0,FALSE,TRUE
Wadsworth,OH,United States,F,42,Married,Other,2,7,TRUE,FALSE
Adelaide,SA,Australia,F,24,Married,Other,6,2,FALSE,TRUE
Shimla,HP,India,F,31,Married,Executive,0,2,TRUE,TRUE
Manaus,BR-AM,Brazil,F,36,Married,Other,0,7,TRUE,FALSE
Genève,NA,Switzerland,M,40,Married,Trades,4,1,FALSE,TRUE
Besancon,NA,France,F,45,Married,Executive,5,0,FALSE,TRUE
Torreón,NA,Mexico,M,29,Single,Other,9,0,FALSE,TRUE
Stuttgart,NA,Germany,F,42,Married,Executive,1,3,FALSE,TRUE
Manaus,BR-AM,Brazil,M,30,Married,Sales,1,4,TRUE,FALSE
Puerto Vallarta,NA,Mexico,M,23,Single,Executive,7,0,FALSE,TRUE
Düsseldorf,NA,Germany,F,21,Married,Other,1,7,TRUE,FALSE
Esbjerg,NA,Denmark,F,40,Married,Other,2,10,TRUE,FALSE
Cortland,NY,United States,M,42,Married,Sales,0,4,TRUE,FALSE
Guarulhos,BR-SP,Brazil,M,41,Married,Other,9,1,FALSE,TRUE
Verona,VR,Italy,M,41,Married,Other,7,1,FALSE,TRUE
Birmingham,NA,United Kingdom,F,36,Married,Other,2,4,TRUE,FALSE
Sakai,NA,Japan,F,24,Single,Retail,6,0,FALSE,TRUE
Nancy,NA,France,M,37,Married,Trades,6,4,FALSE,TRUE
Singapore,Singapore,Singapore,M,23,Single,Trades,7,3,FALSE,TRUE
Chelmsford,NA,United Kingdom,F,28,Single,Other,2,1,TRUE,TRUE
Yarmouth,NS,Canada,M,25,Single,Professional,3,2,FALSE,TRUE
Nagaur,RJ,India,F,31,Married,Executive,8,0,FALSE,TRUE
Napoli,NA,Italy,M,32,Married,Other,9,1,FALSE,TRUE
Chengdu,NA,China,M,30,Single,Sales,5,0,FALSE,TRUE
Exeter,NA,United Kingdom,M,27,Single,Professional,5,2,FALSE,TRUE
Chesterfield,NA,United Kingdom,M,19,Single,Other,5,1,FALSE,TRUE
Evergem,NA,Belgium,M,29,Single,Trades,6,1,FALSE,TRUE
Navegantes,BR-SC,Brazil,M,21,Single,Executive,3,1,FALSE,TRUE
Sydney,NSW,Australia,F,24,Single,Student,5,1,FALSE,TRUE
Itajaí,BR-SC,Brazil,M,23,Single,Other,7,0,FALSE,TRUE
Saltillo,NA,Mexico,M,29,Single,Professional,5,2,FALSE,TRUE
Suwa,NA,Japan,M,36,Married,Trades,4,1,FALSE,TRUE
Sydney,NSW,Australia,F,23,Single,Other,1,8,TRUE,FALSE
Singapore,Singapore,Singapore,F,23,Single,Hospitality,6,3,FALSE,TRUE
Chengdu,NA,China,F,46,Married,Professional,4,1,FALSE,TRUE
Genève,NA,Switzerland,F,28,Married,Retail,2,6,TRUE,FALSE
Wien,NA,Austria,F,25,Married,Other,3,6,TRUE,FALSE
Singapore,Singapore,Singapore,F,20,Married,Other,2,5,TRUE,FALSE
Tokyo,NA,Japan,F,44,Married,Other,7,1,FALSE,TRUE
New York,NY,United States,F,31,Married,Other,3,8,TRUE,FALSE
Chatham,ON,Canada,F,46,Married,Hospitality,6,0,FALSE,TRUE
Loughton,NA,United Kingdom,F,31,Married,Other,1,4,TRUE,FALSE
Kazan,NA,Russia,M,26,Single,Trades,5,2,FALSE,TRUE
Würzburg,NA,Germany,M,33,Unspecified,Sales,6,2,FALSE,TRUE
Crossville,AL,United States,M,24,Single,Other,7,2,FALSE,TRUE
Kiel,NA,Germany,M,34,Single,Executive,5,1,FALSE,TRUE
Marseille,NA,France,F,36,Married,Other,2,9,TRUE,FALSE
Cuernavaca,NA,Mexico,F,47,Married,Hospitality,8,0,FALSE,TRUE
Jacksonville,FL,United States,F,39,Married,Retail,3,6,TRUE,FALSE
Torino,TO,Italy,F,37,Married,Retail,2,1,TRUE,TRUE
Beijing,NA,China,M,39,Married,Sales,3,1,TRUE,TRUE
Aalst,NA,Belgium,M,29,Single,Professional,3,6,TRUE,FALSE
San Pedro Garza García,NA,Mexico,F,23,Married,Other,1,7,TRUE,FALSE
São Paulo,BR-SP,Brazil,F,44,Married,Other,2,2,FALSE,TRUE
Regensburg,NA,Germany,M,21,Single,Sales,5,1,FALSE,TRUE
Hasselt,NA,Belgium,F,45,Unspecified,Hospitality,8,1,FALSE,TRUE
Upper Marlboro,MD,United States,M,20,Single,Professional,5,1,FALSE,TRUE
Västerås,NA,Sweden,M,27,Married,Sales,5,2,FALSE,TRUE
Louisville,KY,United States,F,39,Married,Other,3,8,TRUE,FALSE
Fernie,BC,Canada,F,48,Married,Executive,6,3,FALSE,TRUE
Leipzig,NA,Germany,F,35,Married,Other,2,5,TRUE,FALSE
Plymouth,NA,United Kingdom,F,26,Married,Other,3,2,TRUE,TRUE
Timóteo,BR-MG,Brazil,M,38,Married,Sales,2,10,TRUE,FALSE
Aix-en-Provence,NA,France,M,32,Single,Professional,7,1,FALSE,TRUE
Milano,NA,Italy,M,37,Married,Trades,2,6,TRUE,FALSE
Dijon,NA,France,F,36,Married,Other,0,6,TRUE,FALSE
Enfield,NA,United Kingdom,M,42,Single,Other,7,3,FALSE,TRUE
Rennes,NA,France,F,33,Unspecified,Sales,7,0,FALSE,TRUE
Strasbourg,NA,France,F,23,Married,Other,2,2,TRUE,FALSE
Akola,NA,India,F,37,Married,Other,0,7,TRUE,FALSE
Wels,NA,Austria,F,29,Married,Retail,1,6,TRUE,FALSE
Reims,NA,France,F,19,Single,Other,7,1,FALSE,TRUE
Reading,NA,United Kingdom,F,24,Single,Other,2,3,TRUE,FALSE
Playa del Carmen,NA,Mexico,M,27,Single,Professional,7,2,FALSE,TRUE
Le Mans,NA,France,M,36,Unspecified,Sales,6,0,FALSE,TRUE
North Liberty,IA,United States,M,29,Single,Trades,1,1,FALSE,TRUE
Perth,WA,Australia,M,27,Single,Retail,10,2,FALSE,TRUE
Exeter,NA,United Kingdom,M,30,Married,Other,8,1,FALSE,TRUE
Salvador,BR-BA,Brazil,M,27,Single,Professional,1,5,TRUE,FALSE
Changsha,NA,China,M,41,Married,Sales,3,3,FALSE,TRUE
Blackpool,NA,United Kingdom,F,36,Unspecified,Hospitality,6,0,FALSE,TRUE
Graz,NA,Austria,F,25,Single,Other,8,2,FALSE,TRUE
Atlanta,GA,United States,M,20,Single,Trades,6,2,FALSE,TRUE
Sacramento,CA,United States,F,26,Married,Other,0,2,TRUE,FALSE
St Paul,MN,United States,F,33,Unspecified,Other,2,9,TRUE,FALSE
Dübendorf,NA,Switzerland,M,22,Single,Sales,10,0,FALSE,TRUE
Zaragoza,NA,Spain,M,30,Single,Executive,9,2,FALSE,TRUE
Wayne,NE,United States,M,22,Single,Professional,4,0,FALSE,TRUE
Salerno,NA,Italy,F,31,Married,Other,2,1,TRUE,TRUE
Stuttgart,NA,Germany,F,39,Unspecified,Hospitality,6,1,FALSE,TRUE
Clermont-Ferrand,NA,France,M,34,Married,Other,6,2,FALSE,TRUE
Bahadurgarh,HR,India,M,27,Single,Student,7,0,FALSE,TRUE
Firenze,FI,Italy,F,47,Married,Executive,9,2,FALSE,TRUE
Beijing,NA,China,M,26,Single,Trades,10,2,FALSE,TRUE
Bilbao,BI,Spain,F,38,Married,Other,2,8,TRUE,FALSE
Salmon Arm,BC,Canada,F,27,Unspecified,Professional,1,10,TRUE,FALSE
Venezia,NA,Italy,M,29,Single,Professional,6,2,FALSE,TRUE
Innsbruck,NA,Austria,M,32,Married,Sales,6,2,FALSE,TRUE
San Leandro,CA,United States,M,27,Single,Other,1,9,TRUE,FALSE
Halifax,NS,Canada,M,30,Single,Trades,7,2,FALSE,TRUE
Omsk,NA,Russia,M,19,Single,Sales,12,2,FALSE,TRUE
Denver,CO,United States,F,39,Single,Retail,0,7,TRUE,FALSE
Schaumburg,IL,United States,M,25,Single,Trades,5,1,FALSE,TRUE
Novosibirsk,NA,Russia,M,39,Married,Other,3,1,FALSE,TRUE
Singapore,Singapore,Singapore,M,39,Married,Sales,0,3,TRUE,TRUE
Antwerpen,NA,Belgium,F,55,Married,Other,10,1,FALSE,TRUE
Southampton,NA,United Kingdom,M,25,Single,Other,11,0,FALSE,TRUE
Rostov-on-Don,NA,Russia,M,24,Single,Executive,6,1,FALSE,TRUE
Overland Park,KS,United States,M,24,Single,Other,6,1,FALSE,TRUE
Perth,WA,Australia,F,23,Single,Student,1,7,TRUE,FALSE
Qiqihaer,NA,China,F,58,Married,Other,8,1,FALSE,TRUE
Grenoble,NA,France,F,22,Single,Other,6,2,FALSE,TRUE
Ronana,MT,United States,F,38,Married,Other,2,1,TRUE,TRUE
Århus,NA,Denmark,M,36,Married,Sales,8,2,FALSE,TRUE
Singapore,Singapore,Singapore,M,39,Single,Executive,8,1,FALSE,TRUE
Catania,CT,Italy,M,48,Unspecified,Trades,5,3,FALSE,TRUE
Chandigarh,NA,India,M,34,Married,Trades,9,3,FALSE,TRUE
Stuttgart,NA,Germany,F,21,Married,Retail,1,2,TRUE,TRUE
Silkeborg,NA,Denmark,M,22,Single,Other,8,2,FALSE,TRUE
Lisle,IL,United States,M,40,Married,Trades,1,4,TRUE,FALSE
Pamplona,NA,Spain,F,31,Married,Hospitality,2,9,TRUE,FALSE
Changchun,NA,China,F,36,Unspecified,Other,2,8,TRUE,FALSE
Frogmore,NA,United Kingdom,M,30,Single,Trades,6,0,FALSE,TRUE
Trois-Rivières,QC,Canada,F,48,Married,Executive,1,0,TRUE,TRUE
Greenwhich,NA,United Kingdom,F,28,Married,Retail,0,9,TRUE,FALSE
Houston,TX,United States,F,22,Married,Other,2,7,TRUE,FALSE
Canberra,ACT,Australia,F,33,Single,Retail,0,7,TRUE,FALSE
Brisbane,Qld,Australia,F,34,Married,Retail,1,7,TRUE,FALSE
Renfrew,ON,Canada,F,39,Married,Other,0,9,TRUE,FALSE
Bielefeld,NA,Germany,M,26,Single,Professional,6,0,FALSE,TRUE
Sherbrooke,QC,Canada,F,32,Married,Other,9,1,FALSE,TRUE
